order_id,order_date,product_name,category,quantity,unit_price,total_amount,region,sales_rep,customer_type,payment_method,discount_pct,notes
ORD-10024,2023-08-22,Whiteboard Markers 12pk,Off. Supplies,23,$7.99,183.77,E,JAMES CHEN,Online,Net 30,20,Return pending
ORD-10017,"March 25, 2023",DeskLamp LED,Office Supply,39,38.79,"$1,512.81",South ,david kim,Online,PayPal,0,Damaged in transit
ORD-10085,2024/07/26,PRINTER PAPER 5000CT,Office  Supplies,45,$32.16,1479.36,West  ,"Rodriguez, Maria",Retail,PayPal,0,Return pending
ORD-10066,14/09/2023,ERGONOMIC CHAIR X1,Furntiure,41,$543.32,22276.12,N,Robert Johnson,Online,Wire Transfer,0,Damaged in transit
ORD-10492,2024/02/19,WEBCAM HD 1080P,Elec.,31,79.03,"$2,449.93",Centro, David  Kim ,Corporate,Check,0,
ORD-10286,02/05/2023,usb-c hub 7-port,Electronicss,24,$51.52,1236.48,West  ,"Johnson, Robert",Wholesale,Net 30,0,-
ORD-10052,18/03/2024,Wireless Mouse  M200,Electronic,38,$25.85,1008.15,north,,Retail,Check,0,Rush order
ORD-10275,11/07/2024,WB Markers 12pk,office supplies,25,8.22,205.5,C,SARAH WILLIAMS,Online,Credit Card,,
ORD-10463,09/02/2023,webcam hd 1080p,electronics,39,73.66,$2872.74,EAST,R. Johnson,Corporate,PayPal,0,Backordered
ORD-10465,"April 03, 2023",A5 Premium Notebook,Office  Supplies,24,$13.66,$327.84,Norte,Fatima Al-Hassan,Online,,0,Customer complaint
ORD-10094,2023/12/03,standing desk l-shape,Furntiure,36,817.59,29433.24,C,MARIA RODRIGUEZ,Online,Wire Transfer,5,Return pending
ORD-10180,"March 31, 2023",Standing Desk L-Shape,furniture,23,$941.25,21648.75,Cntrl,elena vasquez,Wholesale,Wire Transfer,5,
ORD-10398,07-25-2023,USBC Hub 7Port,electronics,29,43.53,1262.37,Sur,elena vasquez,Retail,PayPal,10,
ORD-10092,12-Jun-23,Whiteboard Markers 12 pk,OFFICE SUPPLIES,34,8.55,290.7, East ,,Online,Credit Card,15,
ORD-10023,2023/12/07,Notebook A5  Premium,Office  Supplies,2,$11.74,$23.48,South ,"Chen, James",Retail,PayPal,5,Backordered
ORD-10287,08-10-2024,LAPTOP PRO 15,electronics,16,1121.82,17949.12,S,S. Williams,Corporate,Net 30,0,Damaged in transit
ORD-10310,07-23-2023,Monitor Arm - Dual,Furntiure,44,148.05,"$6,514.20",E,"Al-Hassan, Fatima",Corporate,Credit Card,20,Damaged in transit
ORD-10268,06/08/2023,monitor arm dual,FURNITURE,30,138.17,4145.1,EAST,T. Brown,Online,Credit Card,15,Customer complaint
ORD-10005,2023-03-09,Laptpo Pro 15,electronics,21,1261.44,26490.24,west,aisha patel,Wholesale,Net 30,10,-
ORD-10116,11-Sep-24,WebCam HD 1080P,Electronics,40,85.28,3411.2, North,THOMAS BROWN,Wholesale,Net 30,20,
ORD-10045,2024-12-07,keyboard mechanical,electronics,35,170.28,"$5,959.80",Centro,THOMAS BROWN,Retail,Wire Transfer,10,Customer complaint
ORD-10248,01-May-23,Wireless Mouse M200,Electronics,33,31.96,$1054.68,central,A. Patel,Wholesale,Check,20,Damaged in transit
ORD-10334,01/01/2023,Whiteboard Markers 12pk,,29,-9.66,$280.14,East,aisha patel,Wholesale,Check,0,VIP client
ORD-10436,04/28/2024,Standing  Desk L-Shape,Furntiure,41,$934.13,38299.33,SOUTH,Carlos Mendez,Retail,Check,,
ORD-10016,2024/05/29,LAPTOP PRO 15,Electronics,4,1332.82,$5331.28,Norte, James  Chen ,Wholesale,PayPal,0,Customer complaint
ORD-10048,03-02-2024,W. Mouse M200,Electronic,16,$26.56,424.96,W,"Brown, Thomas",Online,Net 30,0,
ORD-10355,25/02/2023,USB-C Hub 7-port,electronics,28,46.91,1313.48, North,,Wholesale,Net 30,0,n/a
ORD-10423,2024/12/10,Desk Lamp LED,office supplies,24,49.05,1177.2,NORTH,SARAH WILLIAMS,Retail,Credit Card,0,VIP client
ORD-10003,16/02/2023,desk lamp led,Office  Supplies,13,$47.76,620.88,South,ELENA VASQUEZ,Corporate,Check,0,N/A
ORD-10367,03-Jul-24,Webcam 1080p HD,Electronicss,30,89.4,2682.0,Este,Fatima Al-Hassan,Wholesale,Net 30,15,N/A
ORD-10432,06/07/2024,Whiteboard  Markers 12pk,OFFICE SUPPLIES,21,8.75,$183.75,W,ELENA VASQUEZ,Retail,Check,15,N/A
ORD-10060,04/12/2024,Whiteboard  Markers 12pk,office supplies,7,8.56,$59.92,NORTH,AISHA PATEL,Corporate,Credit Card,15,n/a
ORD-10196,2023/05/01,Keyboard Mechanical,ELECTRONICS,50,166.79,"$8,339.50",Central, Aisha  Patel ,Retail,PayPal,,N/A
ORD-10331,06/15/2024,Standing Desk L-Shape,Furntiure,5,$962.24,4811.2,Sur,C. Mendez,Wholesale,Net 30,20,
ORD-10312,2024/03/31,Desk Lamp  LED,Off. Supplies,42,43.59,1830.78,west,Sarah Williams,Wholesale,Wire Transfer,10,
ORD-10110,09/13/2023,Notebook A5 Premium,Off. Supplies,21,$13.57,284.97,CENTRAL,Fatima Al-Hassan,Online,Check,,Backordered
ORD-10409,02-08-2023,ergonomic chair x1,,12,618.86,7426.32,E,Elena Vasquez,Wholesale,Wire Transfer,0,
ORD-10312,2024/03/31,Desk Lamp  LED,,42,43.59,1830.78,west,,Wholesale,Wire Transfer,10,
ORD-10029,2023-02-17,Ergonomic Chair  X1,,13,535.63,6963.19,West  ,thomas brown,Corporate,PayPal,20,Customer complaint
ORD-10342,03/29/2023,ERGONOMIC CHAIR X1,Furniture,44,$576.33,25358.52,East, David  Kim ,Retail,Check,,NULL
ORD-10225,2024/02/01,Desk Lamp - LED,Office supplies,15,45.72,685.8,central,ROBERT JOHNSON,Retail,PayPal,0,
ORD-10077,28-Feb-24,Notebook A5  Premium,,29,14.5,420.5,EAST, David  Kim ,Online,Check,0,NULL
ORD-10026,2024/06/16,Laptop Pro  15,ELECTRONICS,46,1275.05,58652.3,Este, David  Kim ,Retail,Check,10,-
ORD-10007,25-Jun-24,Notebook A5 Prem.,Office  Supplies,39,14.92,581.88,C,David Kim,Online,PayPal,0,none
ORD-10181,09-03-2024,desk lamp led,OFFICE SUPPLIES,23,$45.44,"$1,045.12",C, Fatima  Al-Hassan ,Retail,Wire Transfer,20,
ORD-10050,04/09/2024,Standing  Desk L-Shape,furniture,46,$793.66,36508.36,SOUTH,J. Chen,Wholesale,Wire Transfer,10,
ORD-10108,21-Mar-24,KEYBOARD MECHANICAL,Electronics,23,155.16,3568.68,Este,Sarah Williams,Wholesale,Net 30,,
ORD-10229,09-25-2024,USB-C  Hub 7-Port,Elec.,18,48.53,873.54,W,,Corporate,Check,15,
ORD-10037,10/29/2024,Ergonomic Chair X1,furniture,42,$521.48,21902.16,central,carlos mendez,Corporate,Credit Card,5,none
ORD-10157,2024/10/22,Wireless Mouse  M200,Electronic,32,33.1,1059.2,south,"Brown, Thomas",Online,Credit Card,0,VIP client
ORD-10237,29-Oct-24,webcam hd 1080p,,46,90.84,4178.64,CENTRAL, David  Kim ,Wholesale,Credit Card,,Damaged in transit
ORD-10386,08/05/2024,Keyboard Mechanical,electronics,24,132.58,"$3,181.92",Oeste,J. Chen,Retail,Wire Transfer,,
ORD-10118,2023/11/17,ERGONOMIC CHAIR X1,FURNITURE,22,$618.17,13599.74,S,F. Al-Hassan,Retail,Check,5,none
ORD-10424,2023/06/04,wireless mouse m200,,45,26.82,"$1,206.90",West  ,fatima al-hassan,Corporate,,20,none
ORD-10114,18/07/2024,WebCam HD 1080P,electronics,34,$76.26,2592.84,Central,J. Chen,Wholesale,Check,0,Rush order
ORD-10493,17/01/2023,usb-c hub 7-port,Electronics,1,$45.35,45.35,South ,"Mendez, Carlos",Wholesale,Credit Card,10,none
ORD-10203,31-Aug-23,NoteBook A5 Premium,Office  Supplies,43,$14.80,636.4,E,ROBERT JOHNSON,Wholesale,Credit Card,5,
ORD-10175,04-13-2024,desk lamp led,Office  Supplies,8,$42.95,343.6,S,james chen,Online,Credit Card,0,N/A
ORD-10433,2023-03-31,Standing  Desk L-Shape,Furnitures,29,944.33,27385.57,east, Elena  Vasquez ,Corporate,,0,
ORD-10302,12/17/2023,Notebook A5 Prem.,office supplies,44,13.96,$614.24,east,THOMAS BROWN,Wholesale,Wire Transfer,,Backordered
ORD-10194,27/10/2024,DeskLamp LED,Office Supplies,41,$48.55,1990.55,South,Carlos Mendez,Corporate,Credit Card,,
ORD-10438,2024-12-10,USB C Hub 7 Port,electronics,21,49.41,"$1,037.61",EAST,,Online,Check,0,Backordered
ORD-10067,2023-07-25,Monitor Arm - Dual,FURNITURE,48,126.69,"$6,081.12",S,ROBERT JOHNSON,Online,Credit Card,,
ORD-10400,"May 17, 2024",Print Paper 5000ct,Office supplies,46,39.61,1822.06,West  ,Robert Johnson,Online,Check,10,n/a
ORD-10168,"March 17, 2023",Keyboard Mechanical ,,28,163.0,4564.0,Oeste,MARIA RODRIGUEZ,Retail,Credit Card,5,N/A
ORD-10281,2024-08-27,Desk Lamp LED,Office Supply,38,$43.72,1661.36,CENTRAL,SARAH WILLIAMS,Corporate,Wire Transfer,10,
ORD-10446,2024-06-10,Dual Monitor Arm,Furniture,25,$127.03,3175.75,West,fatima al-hassan,Corporate,Check,10,
ORD-10193,07-03-2024,Keyboard Mechanical ,electronics,26,$131.20,3411.2,East,fatima al-hassan,Wholesale,,15,n/a
ORD-10152,12-Dec-23,Print Paper 5000ct,Off. Supplies,42,39.65,1665.3,South ,david kim,Wholesale,Net 30,,Rush order
ORD-10407,14-Dec-24,USB-C Hub 7-port,,49,48.72,$2387.28,Central,Sarah Williams,Corporate,Wire Transfer,0,NULL
ORD-10428,12-Nov-24,Ergo Chair X1,furniture,36,$636.22,22903.92,central,FATIMA AL-HASSAN,Retail,Credit Card,20,NULL
ORD-10422,10/11/2023,Standing Desk L-Shape,FURNITURE,33,$894.90,29531.7,,Fatima Al-Hassan,Corporate,Net 30,10,none
ORD-10289,"January 23, 2024",desk lamp led,Office Supplies,38,39.18,$1488.84,Centro,elena vasquez,Retail,Wire Transfer,,
ORD-10103,17/09/2023,Webcam HD 1080p,ELECTRONICS,25,91.53,"$2,288.25",South ,J. Chen,Online,Wire Transfer,0,N/A
ORD-10470,27/04/2024,Wireles Mouse M200,,50,33.95,1697.5,South ,A. Patel,Retail,Check,20,Return pending
ORD-10074,10/05/2023,Laptop Pro 15 ,Electronic,12,1208.48,14501.76,WEST,D. Kim,Retail,,5,
ORD-10365,08-Dec-23,Desk Lamp - LED,Office  Supplies,27,$43.84,1183.68,South ,AISHA PATEL,Retail,Check,10,Return pending
ORD-10054,"November 09, 2024",Notebook A5 Prem.,Office Supplies,45,12.97,583.65,E,David Kim,Corporate,Net 30,0,none
ORD-10119,05/25/2023,Wireless Mouse M200,ELECTRONICS,18,29.54,531.72,S, Thomas  Brown ,Online,Wire Transfer,0,NULL
ORD-10333,2023/11/29,Monitor Arm  Dual,Furnitures,36,149.16,"$5,369.76",central,T. Brown,Wholesale,PayPal,,N/A
ORD-10353,14/09/2024,Notebook A5  Premium,Off. Supplies,26,$14.07,365.82,Cntrl,T. Brown,Retail,Net 30,,none
ORD-10420,02-26-2023,DeskLamp LED,OFFICE SUPPLIES,22,48.18,1059.96,W,R. Johnson,Retail,Check,15,Rush order
ORD-10472,2024/10/26,usb-c hub 7-port,,16,50.24,$803.84,WEST,SARAH WILLIAMS,Wholesale,,15,Damaged in transit
ORD-10305,04/13/2024,A5 Premium Notebook,Office Supply,44,14.07,$619.08,North,"Mendez, Carlos",Retail,Check,,VIP client
ORD-10296,"January 29, 2024",Monitor Arm - Dual,Furntiure,6,134.24,805.44,South ,"Johnson, Robert",Retail,,10,Backordered
ORD-10349,11-Jun-23,USB-C Hub 7-Port,Electronic,42,56.48,2372.16,S, Sarah  Williams ,Retail,Check,20,-
ORD-10023,2023/12/07,Notebook A5  Premium,Office  Supplies,2,$11.74,$23.48,South ,"Chen, James",Retail,PayPal,5,Backordered
ORD-10325,2023-04-20,Webcam 1080p HD,electronics,10,$84.82,848.2,EAST,,Corporate,Check,0,VIP client
ORD-10036,"August 05, 2023",Laptpo Pro 15,ELECTRONICS,17,1252.84,"$21,298.28",W,"Chen, James",Retail,Net 30,0,N/A
ORD-10139,2024-11-27,MONITOR ARM DUAL,Furn.,34,127.72,4342.48,CENTRAL,"Rodriguez, Maria",Wholesale,Net 30,20,none
ORD-10253,"November 25, 2024",desk lamp led,Office Supply,31,49.08,"$1,521.48",Central,"Williams, Sarah",Corporate,Credit Card,20,none
ORD-10336,11/08/2023,Wireless Mouse M200,Elec.,37,$29.09,1076.33,SOUTH,Thomas Brown,Online,Credit Card,20,
ORD-10059,02/25/2024,Desk Lamp  LED,Off. Supplies,25,41.4,1035.0,West  ,"Williams, Sarah",Retail,Wire Transfer,15,
ORD-10111,2024-05-17,Desk Lamp LED,office supplies,19,47.62,904.78,South ,Robert Johnson,Online,,0,Damaged in transit
ORD-10056,03/09/2023,LAPTOP PRO 15,ELECTRONICS,41,-1342.45,55040.45,north,"Chen, James",Retail,Wire Transfer,,Damaged in transit
ORD-10356,"July 03, 2023",Notebook A5 Prem.,,21,$12.80,268.8,N, David  Kim ,Wholesale,Credit Card,0,
ORD-10262,"October 08, 2023",Desk Lamp  LED,OFFICE SUPPLIES,45,48.54,$2184.30,SOUTH, Thomas  Brown ,Online,Net 30,15,Backordered
ORD-10393,11/30/2024,Webcam HD 1080p,Electronic,21,$91.07,1912.47,Cntrl,AISHA PATEL,Online,Check,0,VIP client
ORD-10297,2024-12-16,LAPTOP PRO 15,Elec.,39,1304.1,"$50,859.90",South ,maria rodriguez,Retail,Check,20,N/A
ORD-10150,26-Oct-24,Standing Desk L Shape,FURNITURE,25,$840.40,21010.0,West,ROBERT JOHNSON,Wholesale,Check,15,-
ORD-10266,02-Dec-24,Notebook A5 Prem.,Office Supplies,25,12.66,$316.50,,robert johnson,Online,Net 30,5,Backordered
ORD-10452,05-17-2024,Ergo Chair X1,Furn.,19,$628.13,11934.47,NORTH,"Chen, James",Corporate,Check,20,none
ORD-10038,06-21-2023,Keyboard Mechanical ,Elec.,17,162.0,$2754.00,East,Thomas Brown,Online,Net 30,20,n/a
ORD-10080,10-13-2023,printer paper 5000ct,Office  Supplies,25,30.95,742.8,,Fatima Al-Hassan,Online,Credit Card,0,VIP client
ORD-10198,2023-06-03,Whiteboard Markers 12pk,Office Supply,24,8.19,$196.56,east, Elena  Vasquez ,Online,,0,N/A
ORD-10307,12/08/2024,whiteboard markers 12pk,Office  Supplies,12,8.67,$104.04,Sur,"Vasquez, Elena",Wholesale,Wire Transfer,0,NULL
ORD-10146,28/08/2024,standing desk l-shape,Furntiure,18,737.18,13269.24,,E. Vasquez,Online,PayPal,20,
ORD-10464,2023/09/22,USB C Hub 7 Port,Elec.,18,44.54,801.72,,Maria Rodriguez,Online,Net 30,10,
ORD-10147,"July 04, 2024",standing desk l-shape,furniture,25,$768.48,$19212.00,West,"Al-Hassan, Fatima",Corporate,Net 30,0,n/a
ORD-10363,04-22-2023,KEYBOARD MECHANICAL,Elec.,14,155.03,2170.42,Cntrl,"Patel, Aisha",Online,Check,15,
ORD-10338,21/02/2023,PRINTER PAPER 5000CT,Office supplies,45,32.06,1442.7,north,ELENA VASQUEZ,Corporate,Wire Transfer,0,Return pending
ORD-10123,2023-05-28,Monitor Arm - Dual,Furn.,36,147.11,5295.96,north,,Corporate,Wire Transfer,0,Return pending
ORD-10437,05-07-2024,LED Desk Lamp,Office  Supplies,48,$43.13,2070.24,N, Fatima  Al-Hassan ,Retail,Check,0,
ORD-10096,2024/10/01,usb-c hub 7-port,Elec.,12,54.96,659.52,W,"Mendez, Carlos",Online,PayPal,5,Customer complaint
ORD-10143,03-10-2024,WB Markers 12pk,Office  Supplies,44,$9.05,$398.20,W,SARAH WILLIAMS,Wholesale,Credit Card,0,-
ORD-10239,"April 10, 2023",webcam hd 1080p,Elec.,36,$72.34,2604.24,,,Retail,Wire Transfer,15,Customer complaint
ORD-10324,2024/08/18,ERGONOMIC CHAIR X1,Furnitures,1,683.25,683.25,south,Robert Johnson,Online,Credit Card,0,N/A
ORD-10097,18-Jul-23,Standing  Desk L-Shape,Furn.,31,951.89,29508.59,EAST,F. Al-Hassan,Corporate,Wire Transfer,5,
ORD-10467,"February 27, 2023",Notebook A5 Prem.,OFFICE SUPPLIES,17,14.4,$244.80,CENTRAL, Robert  Johnson ,Wholesale,Check,0,N/A
ORD-10293,18-Sep-24,PRINTER PAPER 5000CT,Office supplies,28,$35.67,998.76,Centro,robert johnson,Online,Net 30,,VIP client
ORD-10416,2023-09-10,Standing Desk L Shape,Furnitures,1,907.59,907.59,Central,Elena Vasquez,Retail,PayPal,0,-
ORD-10122,20-Jul-24,Desk Lamp LED,Office supplies,36,40.88,1471.68,Cntrl,Thomas Brown,Wholesale,Credit Card,20,N/A
ORD-10183,"April 06, 2023",W. Mouse M200,Elec.,41,$32.64,"$1,338.24",WEST,D. Kim,Retail,Credit Card,,N/A
ORD-10202,2023-02-14,USB-C Hub 7-port,Electronicss,46,$46.69,2147.74,Norte,J. Chen,Wholesale,PayPal,0,
ORD-10246,"February 08, 2023",MONITOR ARM DUAL,FURNITURE,46,135.86,6249.56, North,Maria Rodriguez,Retail,PayPal,,n/a
ORD-10361,2023-07-02,Wireless Mouse M-200,ELECTRONICS,4,26.47,105.88,central, Robert  Johnson ,Online,Credit Card,0,Damaged in transit
ORD-10404,2024/11/25,WebCam HD 1080P,electronics,43,80.54,3463.22, North,"Williams, Sarah",Retail,PayPal,0,Customer complaint
ORD-10434,21-Jun-24,Ergonomic Chair X1,Furn.,20,594.44,11888.8,NORTH,"Patel, Aisha",Wholesale,Net 30,,
ORD-10354,09-09-2023,Whiteboard Markers (12pk),Office supplies,3,9.45,28.35,north,"Patel, Aisha",Corporate,Check,10,none
ORD-10468,11/12/2023,Whiteboard  Markers 12pk,Office Supply,46,8.15,374.9,S,"Al-Hassan, Fatima",Online,Check,0,Customer complaint
ORD-10335,2024-08-08,Printer Paper 5000ct,,33,35.58,"$1,174.14",south,AISHA PATEL,Wholesale,Wire Transfer,10,Damaged in transit
ORD-10125,20-Aug-24,WEBCAM HD 1080P,Elec.,8,91.51,732.08,Centro, Carlos  Mendez ,Retail,Net 30,,Rush order
ORD-10357,03-29-2023,KEYBOARD MECHANICAL,Electronicss,29,156.02,$4524.58,Oeste,Elena Vasquez,Wholesale,Check,0,Rush order
ORD-10223,"March 25, 2023",USB-C Hub 7-Port,ELECTRONICS,41,46.87,1921.67,West  ,Aisha Patel,Corporate,Wire Transfer,15,n/a
ORD-10496,03-08-2024,Mech Keyboard,Electronic,4,151.26,$605.04,WEST,"Chen, James",Online,PayPal,20,
ORD-10219,"February 28, 2024",Mechanical Keyboard,ELECTRONICS,27,171.1,4619.7,Cntrl,carlos mendez,Corporate,Credit Card,0,Damaged in transit
ORD-10129,06-May-24,Keyboard Mechanical ,Elec.,46,$149.50,"$6,877.00",Norte,"Al-Hassan, Fatima",Corporate,,,Damaged in transit
ORD-10498,17/10/2023,Whiteboard  Markers 12pk,Office Supplies,11,8.8,$96.80,south,S. Williams,Corporate,Credit Card,20,NULL
ORD-10340,07-28-2024,A5 Premium Notebook,Office Supply,42,$13.27,$557.34,N,ELENA VASQUEZ,Retail,Credit Card,20,-
ORD-10388,03/09/2024,Standing Desk L Shape,Furntiure,11,730.65,8037.15,central,Thomas Brown,Online,Net 30,0,Damaged in transit
ORD-10448,"November 21, 2024",WEBCAM HD 1080P,Electronics,24,72.29,1734.96,Cntrl,James Chen,Wholesale,PayPal,20,
ORD-10342,03/29/2023,ERGONOMIC CHAIR X1,Furniture,44,$576.33,25358.52,East, David  Kim ,Retail,,,NULL
ORD-10421,28/07/2024,webcam hd 1080p,electronics,36,$84.91,$3056.76,Central, Robert  Johnson ,Wholesale,Wire Transfer,15,N/A
ORD-10371,2024/12/04,laptop pro 15,,20,1468.6,29372.0,Norte,Aisha Patel,Online,Wire Transfer,15,Backordered
ORD-10294,"December 23, 2024",Standing  Desk L-Shape,furniture,37,809.36,$29946.32,West  ,Sarah Williams,Wholesale,Net 30,20,Return pending
ORD-99999,13/25/2024,Unknown Product,???,-5,0,0,Narnia,Test User,Internal,Cash,150,Bad data entry
ORD-10490,"November 08, 2024",printer paper 5000ct,Office  Supplies,2,$30.94,61.88,North, Elena  Vasquez ,Online,Check,,none
ORD-10425,07/13/2023,Keyboard Mechanical,electronics,42,128.46,5395.32,C,"Kim, David",Corporate,PayPal,10,
ORD-10112,18/12/2024,standing desk l-shape,FURNITURE,11,902.95,$9932.45,south,Robert Johnson,Online,Net 30,15,none
ORD-10179,2024/07/10,Desk Lamp  LED,Office Supply,8,41.87,334.96,central,Elena Vasquez,Wholesale,Check,0,none
ORD-10364,"October 09, 2024",LED Desk Lamp,Office  Supplies,37,$44.95,1663.15,east,Maria Rodriguez,Retail,PayPal,0,Backordered
ORD-10400,"May 17, 2024",Print Paper 5000ct,Office supplies,46,39.61,1822.06,West  ,Robert Johnson,Online,Check,10,n/a
ORD-10390,2024-12-18,Dual Monitor Arm,furniture,12,120.68,"$1,448.16",,thomas brown,Corporate,PayPal,20,Customer complaint
ORD-10314,11/09/2023,Webcam HD  1080p,Electronicss,25,$75.42,$1885.50,central,Maria Rodriguez,Online,Check,,none
ORD-10151,05/30/2023, Laptop Pro 15,Electronic,37,1441.98,53353.26,east,CARLOS MENDEZ,Wholesale,PayPal,5,NULL
ORD-10426,"August 21, 2023",Standing Desk L Shape,FURNITURE,11,922.68,$10149.48,E,robert johnson,Wholesale,Net 30,10,Rush order
ORD-10233,2023/07/01,Dual Monitor Arm,Furn.,32,133.66,$4277.12, East ,JAMES CHEN,Retail,PayPal,0,Rush order
ORD-10306,"October 03, 2023",USB-C Hub 7-port,ELECTRONICS,36,$46.43,$1671.48,WEST,,Online,Check,20,VIP client
ORD-10368,01-Feb-23,Wireles Mouse M200,Elec.,10,28.01,280.1,Sur,JAMES CHEN,Online,Credit Card,10,-
ORD-10164,"November 03, 2023",USB-C Hub 7-Port,ELECTRONICS,28,$46.63,$1305.64,Oeste,thomas brown,Corporate,Credit Card,0,Damaged in transit
ORD-10317,01-08-2023,NoteBook A5 Premium,office supplies,19,13.37,254.03,south,"Vasquez, Elena",Wholesale,Check,0,-
ORD-10136,12-Jan-23,Standing  Desk L-Shape,FURNITURE,38,$905.77,34419.26,NORTH,aisha patel,Corporate,Net 30,10,
ORD-10197,20-Jun-23,LAPTOP PRO 15,ELECTRONICS,32,1440.14,46084.48,north,Fatima Al-Hassan,Retail,,5,
ORD-10414,03-Jan-24,whiteboard markers 12pk,OFFICE SUPPLIES,47,$7.71,362.37,Central,aisha patel,Retail,PayPal,,-
ORD-10258,12-06-2023,LaptopPro15,Elec.,15,"$1,434.27",21514.05,North,Carlos Mendez,Online,Check,10,N/A
ORD-10232,09/13/2023,Ergonomic Chair  X1,Furniture,13,$659.55,$8574.15,E,R. Johnson,Corporate,Credit Card,0,Customer complaint
ORD-10115,15-Jun-24,Monitor Arm Dual,FURNITURE,46,$119.28,5486.88,Este,Fatima Al-Hassan,Wholesale,Net 30,,Rush order
ORD-10120,"November 12, 2023",Printer Paper 5000ct,Office Supplies,30,34.98,1049.4,south,THOMAS BROWN,Retail,Credit Card,10,NULL
ORD-10485,26/02/2023,laptop pro 15,Electronic,42,1215.34,51044.28,east,"Mendez, Carlos",Retail,Credit Card,5,Rush order
ORD-10224,"September 27, 2023",Dual Monitor Arm,FURNITURE,12,$127.88,"$1,534.56",Central, Sarah  Williams ,Retail,Credit Card,15,-
ORD-10224,"September 27, 2023",Dual Monitor Arm,FURNITURE,12,$127.88,"$1,534.56",Central, Sarah  Williams ,Retail,Credit Card,15,-
ORD-10415,10-30-2023,usb-c hub 7-port,Elec.,49,47.64,2334.36,South,E. Vasquez,Corporate,Wire Transfer,,none
ORD-10347,01-31-2023,Webcam HD  1080p,,17,$89.08,"$1,514.36",West  ,Sarah Williams,Corporate,Net 30,5,-
ORD-10127,"September 18, 2024",KEYBOARD MECHANICAL,Elec.,14,145.96,$2043.44,central,FATIMA AL-HASSAN,Corporate,Net 30,20,Return pending
ORD-10375,06/30/2024,Mechanical Keyboard,Electronic,48,$157.68,7726.32,West,ROBERT JOHNSON,Corporate,PayPal,5,Customer complaint
ORD-10285,"December 20, 2023",Ergonomic Chair  X1,,34,582.08,19790.72,,Carlos Mendez,Online,Wire Transfer,0,Rush order
ORD-10136,12-Jan-23,Standing  Desk L-Shape,FURNITURE,38,$905.77,34419.26,NORTH,aisha patel,Corporate,Net 30,10,
ORD-10488,03/12/2024,whiteboard markers 12pk,Office supplies,44,7.79,342.76,WEST,"Chen, James",Online,,0,Damaged in transit
ORD-10107,23-Mar-23,PRINTER PAPER 5000CT,OFFICE SUPPLIES,19,$33.11,629.09,Cntrl,elena vasquez,Corporate,,,
ORD-10439,2024/09/05,webcam hd 1080p,Electronic,12,$86.34,"$1,036.08",E,David Kim,Online,Wire Transfer,0,
ORD-10439,2024/09/05,webcam hd 1080p,Electronic,12,$86.34,"$1,036.08",E,David Kim,Online,Wire Transfer,,
ORD-10133,10/07/2023, Laptop Pro 15,Electronics,26,1412.29,"$36,719.54",Centro,JAMES CHEN,Online,PayPal,,
ORD-10401,10/24/2024,Laptpo Pro 15,Electronic,41,"$1,493.82",61246.62,W,carlos mendez,Retail,PayPal,5,Damaged in transit
ORD-10044,07-20-2024,Webcam HD  1080p,Electronicss,38,76.85,2920.3,,aisha patel,Retail,Wire Transfer,15,
ORD-10169,30/07/2024,USB-C  Hub 7-Port,Elec.,42,51.68,"$2,170.56",West,Maria Rodriguez,Online,Wire Transfer,5,none
ORD-10065,17-Dec-24,Desk Lamp LED,Office  Supplies,23,46.01,"$1,058.23",Norte,M. Rodriguez,Corporate,Check,5,N/A
ORD-10283,2024-05-14,Monitor Arm Dual,FURNITURE,3,$119.02,$357.06, North,C. Mendez,Online,PayPal,,none
ORD-10085,2024/07/26,PRINTER PAPER 5000CT,Office  Supplies,46,$32.16,1479.36,,"Rodriguez, Maria",Retail,PayPal,0,Return pending
ORD-10242,17/11/2023,Monitor Arm Dual,Furniture,41,148.97,"$6,107.77",south,thomas brown,Corporate,Credit Card,0,-
ORD-10186,09/14/2023,Standing Desk L Shape,Furntiure,6,$888.37,5330.22,West  , Aisha  Patel ,Wholesale,PayPal,0,
ORD-10479,12-28-2024,WB Markers 12pk,office supplies,9,$7.44,66.96,East,"Williams, Sarah",Online,Check,20,Damaged in transit
ORD-10159,06/12/2024,Notebook A5 Premium,Office Supply,49,$13.92,682.08,NORTH,Carlos Mendez,Online,Net 30,20,Return pending
ORD-10012,2024-05-12,Printer Paper (5000ct),office supplies,16,32.66,$522.56,WEST,Carlos Mendez,Retail,PayPal,15,-
ORD-10035,2023/06/19,Webcam 1080p HD,electronics,44,87.14,3834.16,Centro,Maria Rodriguez,Corporate,Wire Transfer,,Rush order
ORD-10028,"November 26, 2023",Notebook A5  Premium,Office supplies,38,$13.41,509.58,South ,JAMES CHEN,Online,Credit Card,5,Damaged in transit
ORD-10170,11-26-2024,MONITOR ARM DUAL,Furn.,26,$128.55,"$3,342.30",NORTH,JAMES CHEN,Corporate,Credit Card,0,
ORD-10142,2024-07-06,Wireless Mouse M-200,ELECTRONICS,44,34.17,$1503.48,CENTRAL,fatima al-hassan,Wholesale,Credit Card,0,Damaged in transit
ORD-10471,23/02/2023,Whiteboard  Markers 12pk,office supplies,45,7.29,$328.05,NORTH, Carlos  Mendez ,Online,Check,0,
